../data/genomes/AA010_contigs.fa	../data/genomes/AA010_contigs.fa	0	0	1000/1000
../data/genomes/AS011_contigs.fa	../data/genomes/AA010_contigs.fa	1	1	0/1000
../data/genomes/AS013_contigs.fa	../data/genomes/AA010_contigs.fa	0.197292	2.85933e-32	8/1000
../data/genomes/AS031_contigs.fa	../data/genomes/AA010_contigs.fa	1	1	0/1000
../data/genomes/AS083_contigs.fa	../data/genomes/AA010_contigs.fa	1	1	0/1000
../data/genomes/AS085_contigs.fa	../data/genomes/AA010_contigs.fa	1	1	0/1000
../data/genomes/AS091_contigs.fa	../data/genomes/AA010_contigs.fa	1	1	0/1000
../data/genomes/AS093_contigs.fa	../data/genomes/AA010_contigs.fa	1	1	0/1000
../data/genomes/AS096_contigs.fa	../data/genomes/AA010_contigs.fa	0.23011	1.3661e-15	4/1000
../data/genomes/AS113_contigs.fa	../data/genomes/AA010_contigs.fa	1	1	0/1000
../data/genomes/AS116_contigs.fa	../data/genomes/AA010_contigs.fa	0.197292	2.07763e-32	8/1000
../data/genomes/AS124_contigs.fa	../data/genomes/AA010_contigs.fa	1	1	0/1000
../data/genomes/AS126_contigs.fa	../data/genomes/AA010_contigs.fa	1	1	0/1000
../data/genomes/AS129_contigs.fa	../data/genomes/AA010_contigs.fa	1	1	0/1000
../data/genomes/AS139_contigs.fa	../data/genomes/AA010_contigs.fa	1	1	0/1000
../data/genomes/AS142_contigs.fa	../data/genomes/AA010_contigs.fa	1	1	0/1000
../data/genomes/AS167_contigs.fa	../data/genomes/AA010_contigs.fa	0.23011	2.13335e-15	4/1000
../data/genomes/AS170_contigs.fa	../data/genomes/AA010_contigs.fa	1	1	0/1000
../data/genomes/AS183_contigs.fa	../data/genomes/AA010_contigs.fa	1	1	0/1000
../data/genomes/AA010_contigs.fa	../data/genomes/AS011_contigs.fa	1	1	0/1000
../data/genomes/AS011_contigs.fa	../data/genomes/AS011_contigs.fa	0	0	1000/1000
../data/genomes/AS013_contigs.fa	../data/genomes/AS011_contigs.fa	1	1	0/1000
../data/genomes/AS031_contigs.fa	../data/genomes/AS011_contigs.fa	0.219531	2.35383e-19	5/1000
../data/genomes/AS083_contigs.fa	../data/genomes/AS011_contigs.fa	0.263022	1.52023e-07	2/1000
../data/genomes/AS085_contigs.fa	../data/genomes/AS011_contigs.fa	0.23011	3.67449e-15	4/1000
../data/genomes/AS091_contigs.fa	../data/genomes/AS011_contigs.fa	0.142009	2.36973e-112	26/1000
../data/genomes/AS093_contigs.fa	../data/genomes/AS011_contigs.fa	0.263022	1.55236e-07	2/1000
../data/genomes/AS096_contigs.fa	../data/genomes/AS011_contigs.fa	1	1	0/1000
../data/genomes/AS113_contigs.fa	../data/genomes/AS011_contigs.fa	0.210897	3.89173e-23	6/1000
../data/genomes/AS116_contigs.fa	../data/genomes/AS011_contigs.fa	1	1	0/1000
../data/genomes/AS124_contigs.fa	../data/genomes/AS011_contigs.fa	0.138572	6.67826e-122	28/1000
../data/genomes/AS126_contigs.fa	../data/genomes/AS011_contigs.fa	0.210897	1.72649e-23	6/1000
../data/genomes/AS129_contigs.fa	../data/genomes/AS011_contigs.fa	0.23011	3.70457e-15	4/1000
../data/genomes/AS139_contigs.fa	../data/genomes/AS011_contigs.fa	0.23011	3.6172e-15	4/1000
../data/genomes/AS142_contigs.fa	../data/genomes/AS011_contigs.fa	0.295981	0.00053625	1/1000
../data/genomes/AS167_contigs.fa	../data/genomes/AS011_contigs.fa	1	1	0/1000
../data/genomes/AS170_contigs.fa	../data/genomes/AS011_contigs.fa	0.295981	0.000568645	1/1000
../data/genomes/AS183_contigs.fa	../data/genomes/AS011_contigs.fa	0.140258	2.84195e-117	27/1000
../data/genomes/AA010_contigs.fa	../data/genomes/AS013_contigs.fa	0.197292	2.85933e-32	8/1000
../data/genomes/AS011_contigs.fa	../data/genomes/AS013_contigs.fa	1	1	0/1000
../data/genomes/AS013_contigs.fa	../data/genomes/AS013_contigs.fa	0	0	1000/1000
../data/genomes/AS031_contigs.fa	../data/genomes/AS013_contigs.fa	1	1	0/1000
../data/genomes/AS083_contigs.fa	../data/genomes/AS013_contigs.fa	1	1	0/1000
../data/genomes/AS085_contigs.fa	../data/genomes/AS013_contigs.fa	1	1	0/1000
../data/genomes/AS091_contigs.fa	../data/genomes/AS013_contigs.fa	1	1	0/1000
../data/genomes/AS093_contigs.fa	../data/genomes/AS013_contigs.fa	1	1	0/1000
../data/genomes/AS096_contigs.fa	../data/genomes/AS013_contigs.fa	0.219531	8.7497e-20	5/1000
../data/genomes/AS113_contigs.fa	../data/genomes/AS013_contigs.fa	1	1	0/1000
../data/genomes/AS116_contigs.fa	../data/genomes/AS013_contigs.fa	0.210897	4.95238e-24	6/1000
../data/genomes/AS124_contigs.fa	../data/genomes/AS013_contigs.fa	1	1	0/1000
../data/genomes/AS126_contigs.fa	../data/genomes/AS013_contigs.fa	1	1	0/1000
../data/genomes/AS129_contigs.fa	../data/genomes/AS013_contigs.fa	1	1	0/1000
../data/genomes/AS139_contigs.fa	../data/genomes/AS013_contigs.fa	1	1	0/1000
../data/genomes/AS142_contigs.fa	../data/genomes/AS013_contigs.fa	1	1	0/1000
../data/genomes/AS167_contigs.fa	../data/genomes/AS013_contigs.fa	0.23011	1.65947e-15	4/1000
../data/genomes/AS170_contigs.fa	../data/genomes/AS013_contigs.fa	1	1	0/1000
../data/genomes/AS183_contigs.fa	../data/genomes/AS013_contigs.fa	1	1	0/1000
../data/genomes/AA010_contigs.fa	../data/genomes/AS031_contigs.fa	1	1	0/1000
../data/genomes/AS011_contigs.fa	../data/genomes/AS031_contigs.fa	0.219531	2.35383e-19	5/1000
../data/genomes/AS013_contigs.fa	../data/genomes/AS031_contigs.fa	1	1	0/1000
../data/genomes/AS031_contigs.fa	../data/genomes/AS031_contigs.fa	0	0	1000/1000
../data/genomes/AS083_contigs.fa	../data/genomes/AS031_contigs.fa	0.243761	2.10139e-11	3/1000
../data/genomes/AS085_contigs.fa	../data/genomes/AS031_contigs.fa	0.203604	1.45597e-27	7/1000
../data/genomes/AS091_contigs.fa	../data/genomes/AS031_contigs.fa	0.203604	1.4231e-27	7/1000
../data/genomes/AS093_contigs.fa	../data/genomes/AS031_contigs.fa	0.243761	2.16219e-11	3/1000
../data/genomes/AS096_contigs.fa	../data/genomes/AS031_contigs.fa	1	1	0/1000
../data/genomes/AS113_contigs.fa	../data/genomes/AS031_contigs.fa	0.295981	0.000502511	1/1000
../data/genomes/AS116_contigs.fa	../data/genomes/AS031_contigs.fa	1	1	0/1000
../data/genomes/AS124_contigs.fa	../data/genomes/AS031_contigs.fa	0.219531	2.35447e-19	5/1000
../data/genomes/AS126_contigs.fa	../data/genomes/AS031_contigs.fa	0.0560862	0	182/1000
../data/genomes/AS129_contigs.fa	../data/genomes/AS031_contigs.fa	0.210897	2.08587e-23	6/1000
../data/genomes/AS139_contigs.fa	../data/genomes/AS031_contigs.fa	0.197292	8.72955e-32	8/1000
../data/genomes/AS142_contigs.fa	../data/genomes/AS031_contigs.fa	0.210897	1.8753e-23	6/1000
../data/genomes/AS167_contigs.fa	../data/genomes/AS031_contigs.fa	1	1	0/1000
../data/genomes/AS170_contigs.fa	../data/genomes/AS031_contigs.fa	0.263022	1.32979e-07	2/1000
../data/genomes/AS183_contigs.fa	../data/genomes/AS031_contigs.fa	0.263022	1.18565e-07	2/1000
../data/genomes/AA010_contigs.fa	../data/genomes/AS083_contigs.fa	1	1	0/1000
../data/genomes/AS011_contigs.fa	../data/genomes/AS083_contigs.fa	0.263022	1.52023e-07	2/1000
../data/genomes/AS013_contigs.fa	../data/genomes/AS083_contigs.fa	1	1	0/1000
../data/genomes/AS031_contigs.fa	../data/genomes/AS083_contigs.fa	0.243761	2.10139e-11	3/1000
../data/genomes/AS083_contigs.fa	../data/genomes/AS083_contigs.fa	0	0	1000/1000
../data/genomes/AS085_contigs.fa	../data/genomes/AS083_contigs.fa	0.219531	4.5187e-19	5/1000
../data/genomes/AS091_contigs.fa	../data/genomes/AS083_contigs.fa	0.243761	2.87627e-11	3/1000
../data/genomes/AS093_contigs.fa	../data/genomes/AS083_contigs.fa	0.00977265	0	687/1000
../data/genomes/AS096_contigs.fa	../data/genomes/AS083_contigs.fa	1	1	0/1000
../data/genomes/AS113_contigs.fa	../data/genomes/AS083_contigs.fa	0.23011	4.26362e-15	4/1000
../data/genomes/AS116_contigs.fa	../data/genomes/AS083_contigs.fa	1	1	0/1000
../data/genomes/AS124_contigs.fa	../data/genomes/AS083_contigs.fa	0.295981	0.000551663	1/1000
../data/genomes/AS126_contigs.fa	../data/genomes/AS083_contigs.fa	0.263022	1.21436e-07	2/1000
../data/genomes/AS129_contigs.fa	../data/genomes/AS083_contigs.fa	0.219531	4.56615e-19	5/1000
../data/genomes/AS139_contigs.fa	../data/genomes/AS083_contigs.fa	0.23011	3.99014e-15	4/1000
../data/genomes/AS142_contigs.fa	../data/genomes/AS083_contigs.fa	0.263022	1.50787e-07	2/1000
../data/genomes/AS167_contigs.fa	../data/genomes/AS083_contigs.fa	1	1	0/1000
../data/genomes/AS170_contigs.fa	../data/genomes/AS083_contigs.fa	0.0418553	0	262/1000
../data/genomes/AS183_contigs.fa	../data/genomes/AS083_contigs.fa	1	1	0/1000
../data/genomes/AA010_contigs.fa	../data/genomes/AS085_contigs.fa	1	1	0/1000
../data/genomes/AS011_contigs.fa	../data/genomes/AS085_contigs.fa	0.23011	3.67449e-15	4/1000
../data/genomes/AS013_contigs.fa	../data/genomes/AS085_contigs.fa	1	1	0/1000
